novelle10_01_pirandello_f000001|Novelle per un anno di Luigi Pirandello|Novelle per un anno di Luigi Pirandello
novelle10_01_pirandello_f000002|IL VECCHIO DIO|IL VECCHIO DIO
novelle10_01_pirandello_f000003|Smilzo, un po’ curvo, con un abitino di tela che gli sventolava addosso|Smilzo, un po curvo, con un abitino di tela che gli sventolava addosso
novelle10_01_pirandello_f000004|l’ombrello aperto sulla spalla e il vecchio panama in mano,|lombrello aperto sulla spalla e il vecchio panama in mano,
novelle10_01_pirandello_f000005|il signor Aurelio s’avviava ogni giorno per la sua speciosa villeggiatura.|il signor Aurelio savviava ogni giorno per la sua speciosa villeggiatura.
novelle10_01_pirandello_f000006|Un posto aveva scoperto, un posto che non sarebbe venuto in mente a nessuno;|Un posto aveva scoperto, un posto che non sarebbe venuto in mente a nessuno;
novelle10_01_pirandello_f000007|e se ne beava tra sé e sé, quando ci pensava, stropicciandosi le manine nervose.|e se ne beava tra sé e sé, quando ci pensava, stropicciandosi le manine nervose.
novelle10_01_pirandello_f000008|Chi sui monti, chi in riva al mare, chi in campagna: lui, nelle chiese di Roma. Perché no?|Chi sui monti, chi in riva al mare, chi in campagna: lui, nelle chiese di Roma. Perché no?
novelle10_01_pirandello_f000009|Non ci si sta forse freschi più che in un bosco? E in santa pace, anche. Nei boschi, gli alberi;|Non ci si sta forse freschi più che in un bosco? E in santa pace, anche. Nei boschi, gli alberi;
novelle10_01_pirandello_f000010|qui, le colonne delle navate; lí, all’ombra delle frondi; qui, all’ombra del Signore.|qui, le colonne delle navate; lí, allombra delle frondi; qui, allombra del Signore.
novelle10_01_pirandello_f000011|— Eh, come si fa? Ci vuol pazienza.|- Eh, come si fa? Ci vuol pazienza.
novelle10_01_pirandello_f000012|Aveva anche lui, un tempo, una bella campagna sotto Perugia, ricca da cipressetti densi|Aveva anche lui, un tempo, una bella campagna sotto Perugia, ricca da cipressetti densi
novelle10_01_pirandello_f000013|e lunghesso il canale quell’eleganza di gracili salci violetti e tanto dolce azzurro d’ombra che dilaga;|e lunghesso il canale quelleleganza di gracili salci violetti e tanto dolce azzurro dombra che dilaga;
novelle10_01_pirandello_f000014|la magnifica villa, con dentro una preziosa raccolta d’oggetti d’arte: ah|la magnifica villa, con dentro una preziosa raccolta doggetti darte: ah
novelle10_01_pirandello_f000015|quella poi! invidiato decoro di casa Vetti! Gli restavano le chiese, ora, per villeggiare.|quella poi! invidiato decoro di casa Vetti! Gli restavano le chiese, ora, per villeggiare.
novelle10_01_pirandello_f000016|— Eh, come si fa? Ci vuol pazienza.|- Eh, come si fa? Ci vuol pazienza.
novelle10_01_pirandello_f000017|Da parecchi anni a Roma, non gli era ancora riuscito di visitarne tutte le chiese più famose.|Da parecchi anni a Roma, non gli era ancora riuscito di visitarne tutte le chiese più famose.
novelle10_01_pirandello_f000018|L’avrebbe fatto quest’anno per villeggiatura.|Lavrebbe fatto questanno per villeggiatura.
novelle10_01_pirandello_f000019|Speranze, illusioni, ricchezza e tant’altre belle cose aveva perduto il signor Aurelio lungo il cammino della vita:|Speranze, illusioni, ricchezza e tantaltre belle cose aveva perduto il signor Aurelio lungo il cammino della vita:
novelle10_01_pirandello_f000020|gli era solo rimasta la fede in Dio ch’era|gli era solo rimasta la fede in Dio chera
novelle10_01_pirandello_f000021|tra il bujo angoscioso della rovinata esistenza, come un lanternino: un lanternino ch’egli|tra il bujo angoscioso della rovinata esistenza, come un lanternino: un lanternino chegli
