novelle_per_un_anno_vol_13_candelora_01_pirandello_f000001|Novelle per un anno di Luigi Pirandello|Novelle per un anno di Luigi Pirandello
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000002|CANDELORA|CANDELORA
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000003|Nane Papa, con le mani grassocce appese alle falde del vecchio panama sformato, dice a Candelora:|Nane Papa, con le mani grassocce appese alle falde del vecchio panama sformato, dice a Candelora:
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000004|— Non ti conviene. Dài retta a me, cara. Non ti conviene.|- Non ti conviene. Dài retta a me, cara. Non ti conviene.
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000005|E Candelora, su le furie, gli grida:|E Candelora, su le furie, gli grida:
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000006|— E che mi conviene allora? rimanere con te?|- E che mi conviene allora? rimanere con te?
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000007|crepare qua di rabbia, di schifo?|crepare qua di rabbia, di schifo?
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000008|Nane Papa, placido, calcandosi sempre più il panama:|Nane Papa, placido, calcandosi sempre più il panama:
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000009|— Sí, cara. Ma senza crepare. Con un po’ di pazienza.|- Sí, cara. Ma senza crepare. Con un po di pazienza.
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000010|Guarda, per dirla com’è, Chico…|Guarda, per dirla comè, Chico
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000011|— Ti proibisco di chiamarlo cosí!|- Ti proibisco di chiamarlo cosí!
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000012|— E non lo chiami cosí tu?|- E non lo chiami cosí tu?
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000013|— Appunto perché lo chiamo io cosí! — Ah, bene. Credevo di farti piacere.|- Appunto perché lo chiamo io cosí! - Ah, bene. Credevo di farti piacere.
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000014|Vuoi allora che lo chiami il barone? Il barone.|Vuoi allora che lo chiami il barone? Il barone.
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000015|Dico che il barone ti ama, Candelora mia, e spende per te…|Dico che il barone ti ama, Candelora mia, e spende per te
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000016|— Ah, per me spende?|- Ah, per me spende?
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000017|Buffone! Mascalzone! Non spende assai più per te?|Buffone! Mascalzone! Non spende assai più per te?
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000018|— Se non mi lasci finire… Spende per me e per te, il barone. Ma vedi?|- Se non mi lasci finire Spende per me e per te, il barone. Ma vedi?
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000019|Se spende assai più per me, che significa? Sii ragionevole.|Se spende assai più per me, che significa? Sii ragionevole.
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000020|Significa che dà prezzo a te unicamente perché tu ricevi il lustro da me. Questo non lo puoi negare. — Lustro?|Significa che dà prezzo a te unicamente perché tu ricevi il lustro da me. Questo non lo puoi negare. - Lustro?
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000021|— torna a gridare Candelora, al colmo della rabbia.|- torna a gridare Candelora, al colmo della rabbia.
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000022|— Sí, lustro di queste… Alza un piede e gli mostra la scarpa.|- Sí, lustro di queste Alza un piede e gli mostra la scarpa.
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000023|— Vergogna ricevo! vergogna! vergogna! Nane Papa sorride, e più placido che mai risponde:|- Vergogna ricevo! vergogna! vergogna! Nane Papa sorride, e più placido che mai risponde:
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000024|— No, scusa. Vergogna io, se mai. Sono tuo marito. è tutto qui, credi, Loretta.|- No, scusa. Vergogna io, se mai. Sono tuo marito. è tutto qui, credi, Loretta.
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000025|Se non fossi tuo marito e, sopra tutto, se tu non stéssi più con me, sotto questo tetto ospitale, tutto il gusto, capisci? svanirebbe.|Se non fossi tuo marito e, sopra tutto, se tu non stéssi più con me, sotto questo tetto ospitale, tutto il gusto, capisci? svanirebbe.
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000026|Qua possono venire a onorarti impunemente, e tutti con un piacere tanto più grande|Qua possono venire a onorarti impunemente, e tutti con un piacere tanto più grande
novelle_per_un_anno_vol_13_candelora_01_pirandello_f000027|quanto più tu, diciamo cosí, mi fai disonore e vergogna.|quanto più tu, diciamo cosí, mi fai disonore e vergogna.
