,T60_WB_out,C50_WB_out,wavfile
1,18.591524,0.16626047,b'datasets/clean/book_00000_chp_0009_reader_06709_1.wav
2,18.006731,0.16914953,b'datasets/clean/book_00000_chp_0009_reader_06709_10.wav
3,19.191952,0.17281535,b'datasets/clean/book_00000_chp_0009_reader_06709_11.wav
4,18.853355,0.16803963,b'datasets/clean/book_00000_chp_0009_reader_06709_12.wav
5,18.758823,0.17016144,b'datasets/clean/book_00000_chp_0009_reader_06709_13.wav
6,18.874693,0.16856317,b'datasets/clean/book_00000_chp_0009_reader_06709_14.wav
7,19.287369,0.17195746,b'datasets/clean/book_00000_chp_0009_reader_06709_15.wav
8,19.111898,0.1710616,b'datasets/clean/book_00000_chp_0009_reader_06709_16.wav
9,19.010603,0.16980068,b'datasets/clean/book_00000_chp_0009_reader_06709_17.wav
10,14.974927,0.16321476,b'datasets/clean/book_00000_chp_0009_reader_06709_18.wav
11,17.011303,0.16961734,b'datasets/clean/book_00000_chp_0009_reader_06709_19.wav
12,18.276016,0.16317,b'datasets/clean/book_00000_chp_0009_reader_06709_2.wav
13,18.251768,0.16830707,b'datasets/clean/book_00000_chp_0009_reader_06709_20.wav
14,18.895294,0.17049979,b'datasets/clean/book_00000_chp_0009_reader_06709_21.wav
15,18.62688,0.16627134,b'datasets/clean/book_00000_chp_0009_reader_06709_22.wav
16,18.846222,0.16748823,b'datasets/clean/book_00000_chp_0009_reader_06709_23.wav
17,18.517948,0.15962954,b'datasets/clean/book_00000_chp_0009_reader_06709_24.wav
18,18.583067,0.16730657,b'datasets/clean/book_00000_chp_0009_reader_06709_25.wav
19,18.706139,0.16653796,b'datasets/clean/book_00000_chp_0009_reader_06709_26.wav
20,18.164669,0.16614686,b'datasets/clean/book_00000_chp_0009_reader_06709_3.wav
21,18.574402,0.16679783,b'datasets/clean/book_00000_chp_0009_reader_06709_4.wav
22,18.620768,0.16742046,b'datasets/clean/book_00000_chp_0009_reader_06709_5.wav
23,19.006512,0.17094356,b'datasets/clean/book_00000_chp_0009_reader_06709_6.wav
24,15.617116,0.16590114,b'datasets/clean/book_00000_chp_0009_reader_06709_7.wav
25,16.834167,0.15818696,b'datasets/clean/book_00000_chp_0009_reader_06709_8.wav
26,19.447922,0.17382519,b'datasets/clean/book_00000_chp_0009_reader_06709_9.wav
27,11.10894,0.15443097,b'datasets/clean/book_00002_chp_0005_reader_11980_0.wav
28,9.99464,0.1554629,b'datasets/clean/book_00002_chp_0005_reader_11980_1.wav
29,14.44569,0.15469132,b'datasets/clean/book_00002_chp_0005_reader_11980_10.wav
30,16.163254,0.15634434,b'datasets/clean/book_00002_chp_0005_reader_11980_11.wav
31,16.858494,0.16428761,b'datasets/clean/book_00002_chp_0005_reader_11980_12.wav
32,14.982611,0.1603689,b'datasets/clean/book_00002_chp_0005_reader_11980_13.wav
33,13.043066,0.15444286,b'datasets/clean/book_00002_chp_0005_reader_11980_14.wav
34,15.785787,0.1592334,b'datasets/clean/book_00002_chp_0005_reader_11980_15.wav
35,12.865978,0.15763131,b'datasets/clean/book_00002_chp_0005_reader_11980_16.wav
36,15.017366,0.15715383,b'datasets/clean/book_00002_chp_0005_reader_11980_17.wav
37,13.590246,0.14985004,b'datasets/clean/book_00002_chp_0005_reader_11980_18.wav
38,14.288373,0.15677685,b'datasets/clean/book_00002_chp_0005_reader_11980_19.wav
39,13.798856,0.15106502,b'datasets/clean/book_00002_chp_0005_reader_11980_2.wav
40,17.4355,0.16125228,b'datasets/clean/book_00002_chp_0005_reader_11980_20.wav
41,9.336582,0.15323491,b'datasets/clean/book_00002_chp_0005_reader_11980_21.wav
