argentinetz_s000001|Она медленно отворила люк. Нежилой запах, холод. Всё-таки холод! Ни зги не видать, но свет не зажжёшь. Клим. — едва слышно позвала она. Я тут.|Она медленно отворила люк. Нежилой запах, холод. Всё-таки холод! Ни зги не видать, но свет не зажжёшь. Клим. - едва слышно позвала она. Я тут.
argentinetz_s000002|В больничном дворе — крик и стоны. Обезумевшие сестры милосердия в окровавленных фартуках метались с тазами и подносами с инструментом. Раненые лежали прямо на земле,|В больничном дворе - крик и стоны. Обезумевшие сестры милосердия в окровавленных фартуках метались с тазами и подносами с инструментом. Раненые лежали прямо на земле,
argentinetz_s000003|Он замахнулся. Не надо! — заорал Жора. — Я всё скажу! Не трогайте её!|Он замахнулся. Не надо! - заорал Жора. - Я всё скажу! Не трогайте её!
argentinetz_s000004|то скоро растворитель испарится, а фосфор на открытом воздухе сам собой вспыхнет. Так изготавливается чудо с божественным огнём.|то скоро растворитель испарится, а фосфор на открытом воздухе сам собой вспыхнет. Так изготавливается чудо с божественным огнём.
argentinetz_s000005|Самые страшные события всегда превращаются в мифы — а какой миф без героя? Герой должен совершать чудеса и страдать за народ. Восстание из мёртвых приветствуется.|Самые страшные события всегда превращаются в мифы - а какой миф без героя? Герой должен совершать чудеса и страдать за народ. Восстание из мёртвых приветствуется.
argentinetz_s000006|Она сказала, что он её разлюбил, раз готов сбежать от неё под пули. И пусть катится к дьяволу, если желает.|Она сказала, что он её разлюбил, раз готов сбежать от неё под пули. И пусть катится к дьяволу, если желает.
argentinetz_s000007|Сестра милосердия вновь подбежала к Саблину. Доктор, в гимназии даже тюфяков нет! Кто здесь главный? Кто хоть за что-нибудь отвечает?|Сестра милосердия вновь подбежала к Саблину. Доктор, в гимназии даже тюфяков нет! Кто здесь главный? Кто хоть за что-нибудь отвечает?
argentinetz_s000008|Нет таких порядков, чтобы хлеб отнимать, ежели я его сам сеял-убирал! — рвался к Осипу чернобородый мужик.|Нет таких порядков, чтобы хлеб отнимать, ежели я его сам сеял-убирал! - рвался к Осипу чернобородый мужик.
argentinetz_s000009|Постепенно до неё стал доходить весь ужас её положения: она осталась совсем одна. Всё совершилось слишком быстро — значит, Клим заранее спланировал побег.|Постепенно до неё стал доходить весь ужас её положения: она осталась совсем одна. Всё совершилось слишком быстро - значит, Клим заранее спланировал побег.
argentinetz_s000010|что требовалось для фронтовых нужд, но их некому было переводить.|что требовалось для фронтовых нужд, но их некому было переводить.
argentinetz_s000011|У Нины нет наличных денег, — отозвалась Софья Карловна, — и она хотела попросить об отсрочке.|У Нины нет наличных денег, - отозвалась Софья Карловна, - и она хотела попросить об отсрочке.
argentinetz_s000012|Матвей Львович делал всё, чтобы убедить генералов: белым не обойтись без продуманной, простой и выгодной для народа программы. Но простоту лозунгов начальство понимало по-своему:|Матвей Львович делал всё, чтобы убедить генералов: белым не обойтись без продуманной, простой и выгодной для народа программы. Но простоту лозунгов начальство понимало по-своему:
argentinetz_s000013|Домоуправление помещалось в бывшей швейцарской. На коричневой двери висел приказ, оповещавший, что Петроград объявляется на военном положении:|Домоуправление помещалось в бывшей швейцарской. На коричневой двери висел приказ, оповещавший, что Петроград объявляется на военном положении:
argentinetz_s000014|ГЛАВА 28. БЕЛАЯ АРМИЯ|ГЛАВА двадцать восемь. БЕЛАЯ АРМИЯ
argentinetz_s000015|что тебя ждали и будут ждать.|что тебя ждали и будут ждать.
argentinetz_s000016|который никто из соседей не захотел купить.|который никто из соседей не захотел купить.
argentinetz_s000017|Толстощёкий кок — весь в наколках, как каторжанин, — отёр пот с лица. Помощницу прислали, ёпт! То и дело в обморок хлопается. Я ей не нянька.|Толстощёкий кок - весь в наколках, как каторжанин, - отёр пот с лица. Помощницу прислали, ёпт! То и дело в обморок хлопается. Я ей не нянька.
argentinetz_s000018|и Нина надеется, что это позволит ей расплатиться по векселю.|и Нина надеется, что это позволит ей расплатиться по векселю.
argentinetz_s000019|Саблин потупил глаза. К сожалению, знаю.|Саблин потупил глаза. К сожалению, знаю.
argentinetz_s000020|Что уж говорить об обнищавших евреях?|Что уж говорить об обнищавших евреях?
argentinetz_s000021|Солдаты рассыпались по площади: кто принялся отдирать доски с заколоченных окон, кто рубил двери и выламывал косяки. Надо уходить! — шепнул Клим Нине.|Солдаты рассыпались по площади: кто принялся отдирать доски с заколоченных окон, кто рубил двери и выламывал косяки. Надо уходить! - шепнул Клим Нине.
argentinetz_s000022|Откуда, я вас спрашиваю? Расскажите мне про кукурузную муку, а не про мясо, которого больше не существует в природе! Сделайте тортийю, — посоветовал Клим.|Откуда, я вас спрашиваю? Расскажите мне про кукурузную муку, а не про мясо, которого больше не существует в природе! Сделайте тортийю, - посоветовал Клим.
argentinetz_s000023|Они обменялись рукопожатиями, и Софья Карловна вышла из автомобиля. Если каким-то чудом сумеете выбраться отсюда, напишите на центральный почтамт Парижа. Идёмте, Шушунов!|Они обменялись рукопожатиями, и Софья Карловна вышла из автомобиля. Если каким-то чудом сумеете выбраться отсюда, напишите на центральный почтамт Парижа. Идёмте, Шушунов!
argentinetz_s000024|Уже было глубоко за полночь, а Любочка и Клим всё сидели в библиотеке и болтали — как в детстве. Помнишь, как нас укладывали спать, — говорил Клим,|Уже было глубоко за полночь, а Любочка и Клим всё сидели в библиотеке и болтали - как в детстве. Помнишь, как нас укладывали спать, - говорил Клим,
argentinetz_s000025|Каждую ночь, ложась спать, я отодвигаю в сторону своё привычное небытие и наполняю комнату отблесками моей чудесной, страшной и невозможно счастливой зимы.|Каждую ночь, ложась спать, я отодвигаю в сторону своё привычное небытие и наполняю комнату отблесками моей чудесной, страшной и невозможно счастливой зимы.
argentinetz_s000026|Нина Васильевна с ума сходит: вы же сказали, что сейчас вернётесь.|Нина Васильевна с ума сходит: вы же сказали, что сейчас вернётесь.
argentinetz_s000027|Дела плохи, — отозвался Клим. — Виз не будет, и билетов в Нижний не достать. Отказал посол? Ну и ну! Есть хочешь?|Дела плохи, - отозвался Клим. - Виз не будет, и билетов в Нижний не достать. Отказал посол? Ну и ну! Есть хочешь?
argentinetz_s000028|Но, наверное, у Нины лучше моего развит инстинкт самосохранения. Если бы мы оказались в Буэнос-Айресе, нас наверняка бы пристрелили — все знали, что я русский.|Но, наверное, у Нины лучше моего развит инстинкт самосохранения. Если бы мы оказались в Буэнос-Айресе, нас наверняка бы пристрелили - все знали, что я русский.
argentinetz_s000029|Слушал, не поворачиваясь, шаги по платформе: сюда идут, чтобы сказать? Нет, это часовые, вестовые.|Слушал, не поворачиваясь, шаги по платформе: сюда идут, чтобы сказать? Нет, это часовые, вестовые.
argentinetz_s000030|Правда: Гимн рабочего класса отныне будет гимном ненависти и мести.|Правда: Гимн рабочего класса отныне будет гимном ненависти и мести.
argentinetz_s000031|Она нехотя покорялась, страшно довольная, что, несмотря на её худобу и вылинявшее платье с чужого плеча, Клим всё-таки видел в ней женщину. Спасибо, — шептала она.|Она нехотя покорялась, страшно довольная, что, несмотря на её худобу и вылинявшее платье с чужого плеча, Клим всё-таки видел в ней женщину. Спасибо, - шептала она.
argentinetz_s000032|Осип стиснул его ладонь. Не предавай нашу революцию! Будешь разговаривать с солдатами — напоминай им постоянно, что Красная армия непобедима,|Осип стиснул его ладонь. Не предавай нашу революцию! Будешь разговаривать с солдатами - напоминай им постоянно, что Красная армия непобедима,
argentinetz_s000033|Клима выволокли наружу. Стойте! — закричал Саблин. Растолкав солдат, он рванулся следом в коридор, потом — в громыхающий тамбур. Открой дверь,|Клима выволокли наружу. Стойте! - закричал Саблин. Растолкав солдат, он рванулся следом в коридор, потом - в громыхающий тамбур. Открой дверь,
argentinetz_s000034|Когда наступал рассвет, Нина варила ему и себе кофе. Матвей Львович собирался на службу — решать, что из огромных военных запасов, сосредоточенных в Новороссийске,|Когда наступал рассвет, Нина варила ему и себе кофе. Матвей Львович собирался на службу - решать, что из огромных военных запасов, сосредоточенных в Новороссийске,
argentinetz_s000035|Как такое могло случиться? Крайне неудачное стечение обстоятельств. — начал Клим, но посол его перебил, думая о своём: Я несколько раз встречался с Лениным.|Как такое могло случиться? Крайне неудачное стечение обстоятельств. - начал Клим, но посол его перебил, думая о своём: Я несколько раз встречался с Лениным.
