T60_WB_est,C50_WB_est,file
0.3024554,19.008898,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/belt/f1_arpeggios_belt_c_i_16k.wav"
0.2380634,19.574162,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/belt/f1_arpeggios_belt_c_o_16k.wav"
0.2701105,19.160587,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/belt/f1_arpeggios_belt_c_e_16k.wav"
0.5094719,13.624676,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/breathy/f1_arpeggios_breathy_i_16k.wav"
0.47390914,15.304861,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/breathy/f1_arpeggios_breathy_e_16k.wav"
0.3496319,18.28366,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/belt/f1_arpeggios_belt_c_u_16k.wav"
0.56646407,16.488892,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/breathy/f1_arpeggios_breathy_a_16k.wav"
0.3922324,18.898499,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/belt/f1_arpeggios_belt_c_a_16k.wav"
0.51754653,13.492558,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/breathy/f1_arpeggios_breathy_o_16k.wav"
0.5366275,12.548607,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/breathy/f1_arpeggios_breathy_u_16k.wav"
0.36689538,16.65945,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/fast_forte/f1_arpeggios_c_fast_forte_u_16k.wav"
0.31910846,17.545994,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/fast_forte/f1_arpeggios_c_fast_forte_o_16k.wav"
0.41460508,18.216492,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/fast_forte/f1_arpeggios_c_fast_forte_a_16k.wav"
0.52795285,14.628916,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/fast_forte/f1_arpeggios_c_fast_forte_i_16k.wav"
0.46385032,16.387327,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/fast_forte/f1_arpeggios_c_fast_forte_e_16k.wav"
0.31287587,16.96946,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/fast_forte/f1_arpeggios_f_fast_forte_a_16k.wav"
0.4709903,14.522581,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/fast_forte/f1_arpeggios_f_fast_forte_i_16k.wav"
0.4676391,13.784918,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/fast_forte/f1_arpeggios_f_fast_forte_e_16k.wav"
0.4627598,13.990967,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/fast_forte/f1_arpeggios_f_fast_forte_o_16k.wav"
0.3540162,16.968687,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/fast_piano/f1_arpeggios_c_fast_piano_o_16k.wav"
0.38140112,15.118525,"datasets/clean/singing_voice/VocalSet11/FULL/female1/arpeggios/fast_forte/f1_arpeggios_f_fast_forte_u_16k.wav"
