schmied_seines_glueckes_1_f000001|John Kabys, ein artiger Mann von bald vierzig Jahren, führte den Spruch im Munde, daß jeder der Schmied seines eigenen Glückes sein müsse, solle und könne, und zwar ohne viel Gezappel und Geschrei.|John Kabys, ein artiger Mann von bald vierzig Jahren, führte den Spruch im Munde, daß jeder der Schmied seines eigenen Glückes sein müsse, solle und könne, und zwar ohne viel Gezappel und Geschrei.
schmied_seines_glueckes_1_f000002|Ruhig, mit nur wenigen Meisterschlägen schmiede der rechte Mann sein Glück!|Ruhig, mit nur wenigen Meisterschlägen schmiede der rechte Mann sein Glück!
schmied_seines_glueckes_1_f000003|war seine öftere Rede, womit er nicht etwa die Erreichung bloß des Notwendigen, sondern überhaupt alles Wünschenswerten und Überflüssigen verstand.|war seine öftere Rede, womit er nicht etwa die Erreichung bloß des Notwendigen, sondern überhaupt alles Wünschenswerten und Überflüssigen verstand.
schmied_seines_glueckes_1_f000004|So hatte er denn als zarter Jüngling schon den ersten seiner Meisterstreiche geführt und seinen Taufnamen Johannes in das englische John umgewandelt, um sich von vornherein für das Ungewöhnliche und Glückhafte zuzubereiten,|So hatte er denn als zarter Jüngling schon den ersten seiner Meisterstreiche geführt und seinen Taufnamen Johannes in das englische John umgewandelt, um sich von vornherein für das Ungewöhnliche und Glückhafte zuzubereiten,
schmied_seines_glueckes_1_f000005|da er dadurch von allen übrigen Hansen abstach und überdies einen angelsächsisch unternehmenden Nimbus erhielt.|da er dadurch von allen übrigen Hansen abstach und überdies einen angelsächsisch unternehmenden Nimbus erhielt.
schmied_seines_glueckes_1_f000006|Darauf verharrte er einige Jährchen ruhig, ohne viel zu lernen oder zu arbeiten, aber auch ohne über die Schnur zu hauen, sondern klug abwartend.|Darauf verharrte er einige Jährchen ruhig, ohne viel zu lernen oder zu arbeiten, aber auch ohne über die Schnur zu hauen, sondern klug abwartend.
schmied_seines_glueckes_1_f000007|Als jedoch das Glück auf den ausgeworfenen Köder nicht anbeißen wollte, tat er den zweiten Meisterschlag und verwandelte das i in seinem Familiennamen Kabis in ein y.|Als jedoch das Glück auf den ausgeworfenen Köder nicht anbeißen wollte, tat er den zweiten Meisterschlag und verwandelte das i in seinem Familiennamen Kabis in ein y.
schmied_seines_glueckes_1_f000008|Dadurch erhielt dies Wort (anderwärts auch Kapes), welches Weißkohl bedeutet, einen edlern und fremdartigern Anhauch, und John Kabys erwartete nun mit mehr Berechtigung, wie er glaubte, das Glück.|Dadurch erhielt dies Wort anderwärts auch Kapes, welches Weißkohl bedeutet, einen edlern und fremdartigern Anhauch, und John Kabys erwartete nun mit mehr Berechtigung, wie er glaubte, das Glück.
schmied_seines_glueckes_1_f000009|Allein es vergingen abermals mehrere Jahre, ohne daß selbiges sich einstellen wollte, und schon näherte er sich dem einunddreißigsten, als er sein nicht bedeutendes Erbe mit aller Mäßigung und Einteilung endlich doch aufgezehrt hatte.|Allein es vergingen abermals mehrere Jahre, ohne daß selbiges sich einstellen wollte, und schon näherte er sich dem einunddreißigsten, als er sein nicht bedeutendes Erbe mit aller Mäßigung und Einteilung endlich doch aufgezehrt hatte.
schmied_seines_glueckes_1_f000010|Jetzt begann er aber sich ernstlich zu regen und sann auf ein Unternehmen, das nicht für den Spaß sein sollte.|Jetzt begann er aber sich ernstlich zu regen und sann auf ein Unternehmen, das nicht für den Spaß sein sollte.
schmied_seines_glueckes_1_f000011|Schon oft hatte er viele Seldwyler um ihre stattlichen Firmen beneidet, welche durch Hinzufügen des Frauennamens entstanden.|Schon oft hatte er viele Seldwyler um ihre stattlichen Firmen beneidet, welche durch Hinzufügen des Frauennamens entstanden.
schmied_seines_glueckes_1_f000012|Diese Sitte war einst plötzlich aufgekommen, man wußte nicht wie und woher; aber genug, sie schien den Herren vortrefflich zu den roten Plüschwesten zu passen, und auf einmal erklang das ganze Städtchen an allen Ecken von pompösen Doppelnamen.|Diese Sitte war einst plötzlich aufgekommen, man wußte nicht wie und woher; aber genug, sie schien den Herren vortrefflich zu den roten Plüschwesten zu passen, und auf einmal erklang das ganze Städtchen an allen Ecken von pompösen Doppelnamen.
schmied_seines_glueckes_1_f000013|Große und kleine Firmatafeln, Haustüren, Glockenzüge, Kaffeetassen und Teelöffel waren damit beschrieben und das Wochenblatt strotzte eine Zeitlang von Anzeigen und Erklärungen, deren einziger Zweck das Anbringen der Alliance-Unterschrift war.|Große und kleine Firmatafeln, Haustüren, Glockenzüge, Kaffeetassen und Teelöffel waren damit beschrieben und das Wochenblatt strotzte eine Zeitlang von Anzeigen und Erklärungen, deren einziger Zweck das Anbringen der Alliance-Unterschrift war.
schmied_seines_glueckes_1_f000014|Insbesondere gehörte es zu den ersten Freuden der Neuverheirateten, alsobald irgendein Inserat von Stapel laufen zu lassen.|Insbesondere gehörte es zu den ersten Freuden der Neuverheirateten, alsobald irgendein Inserat von Stapel laufen zu lassen.
schmied_seines_glueckes_1_f000015|Dabei gab es auch mancherlei Neid und Ärgernis; denn wenn etwa ein schwärzlicher Schuster oder sonst für gering Geachteter durch Führung solchen Doppelnamens an der allgemeinen Respektabilität teilnehmen wollte,|Dabei gab es auch mancherlei Neid und Ärgernis; denn wenn etwa ein schwärzlicher Schuster oder sonst für gering Geachteter durch Führung solchen Doppelnamens an der allgemeinen Respektabilität teilnehmen wollte,
schmied_seines_glueckes_1_f000016|so wurde ihm das mit Naserümpfen übel vermerkt, obgleich er im legitimsten Besitze der anderen Ehehälfte war.|so wurde ihm das mit Naserümpfen übel vermerkt, obgleich er im legitimsten Besitze der anderen Ehehälfte war.
schmied_seines_glueckes_1_f000017|Immerhin war es nicht ganz gleichgültig, ob ein oder mehrere Unbefugte durch dieses Mittel in das allgemeine vergnügte Kreditwesen eindrangen, da erfahrungsgemäß die geschlechterhafte Namensverlängerung zu den wirksameren,|Immerhin war es nicht ganz gleichgültig, ob ein oder mehrere Unbefugte durch dieses Mittel in das allgemeine vergnügte Kreditwesen eindrangen, da erfahrungsgemäß die geschlechterhafte Namensverlängerung zu den wirksameren,
schmied_seines_glueckes_1_f000018|doch zartesten Maschinenteilchen jenes Kreditwesens gehörte.|doch zartesten Maschinenteilchen jenes Kreditwesens gehörte.
schmied_seines_glueckes_1_f000019|Für John Kabys aber konnte der Erfolg einer solchen Hauptveränderung nicht zweifelhaft sein.|Für John Kabys aber konnte der Erfolg einer solchen Hauptveränderung nicht zweifelhaft sein.
schmied_seines_glueckes_1_f000020|Die Not war jetzt gerade groß genug, um diesen lang aufgesparten Meisterstreich zur rechten Stunde zu führen, wie es einem alten Schmied seines Glückes geziemt,|Die Not war jetzt gerade groß genug, um diesen lang aufgesparten Meisterstreich zur rechten Stunde zu führen, wie es einem alten Schmied seines Glückes geziemt,
schmied_seines_glueckes_1_f000021|der da nicht in den Tag hinein hämmert, und John sah demgemäß nach einer Frau aus, still, aber entschlossen.|der da nicht in den Tag hinein hämmert, und John sah demgemäß nach einer Frau aus, still, aber entschlossen.
schmied_seines_glueckes_1_f000022|Und siehe! schon der Entschluß schien das Glück endlich heraufzubeschwören; denn noch in derselben Woche langte an, wohnte in Seldwyla mit einer mannbaren Tochter eine ältere Dame und nannte sich Frau Oliva, die Tochter Fräulein Oliva.|Und siehe! schon der Entschluß schien das Glück endlich heraufzubeschwören; denn noch in derselben Woche langte an, wohnte in Seldwyla mit einer mannbaren Tochter eine ältere Dame und nannte sich Frau Oliva, die Tochter Fräulein Oliva.
schmied_seines_glueckes_1_f000023|Kabys-Oliva! klang es sogleich in Johns Ohren und widerhallte es in seinem Gemüte!|Kabys-Oliva! klang es sogleich in Johns Ohren und widerhallte es in seinem Gemüte!
schmied_seines_glueckes_1_f000024|Mit einer solchen Firma ein bescheidenes Geschäft begründet, mußte in wenig Jahren ein großes Haus daraus werden.|Mit einer solchen Firma ein bescheidenes Geschäft begründet, mußte in wenig Jahren ein großes Haus daraus werden.
schmied_seines_glueckes_1_f000025|So machte er sich denn weislich an die Sache, ausgerüstet mit allen seinen Attributen.|So machte er sich denn weislich an die Sache, ausgerüstet mit allen seinen Attributen.
schmied_seines_glueckes_1_f000026|Diese bestanden in einer vergoldeten Brille, in drei emaillierten Hemdeknöpfen, durch goldene Kettchen unter sich verbunden, in einer langen goldenen Uhrkette, welche eine geblümte Weste überkreuzte, mit allerlei Anhängseln,|Diese bestanden in einer vergoldeten Brille, in drei emaillierten Hemdeknöpfen, durch goldene Kettchen unter sich verbunden, in einer langen goldenen Uhrkette, welche eine geblümte Weste überkreuzte, mit allerlei Anhängseln,
