sterben_01_f000001|Die Dämmerung nahte schon, und Marie erhob sich von der Bank, auf der sie eine halbe Stunde lang gesessen hatte,|Die Dämmerung nahte schon, und Marie erhob sich von der Bank, auf der sie eine halbe Stunde lang gesessen hatte,
sterben_01_f000002|anfangs in ihrem Buche lesend, dann aber den Blick auf den Eingang der Allee gerichtet, durch die Felix zu kommen pflegte.|anfangs in ihrem Buche lesend, dann aber den Blick auf den Eingang der Allee gerichtet, durch die Felix zu kommen pflegte.
sterben_01_f000003|Sonst ließ er nicht lange auf sich warten. Es war etwas kühler geworden, dabei aber hatte die Luft noch die Milde des entschwindenden Maitages.|Sonst ließ er nicht lange auf sich warten. Es war etwas kühler geworden, dabei aber hatte die Luft noch die Milde des entschwindenden Maitages.
sterben_01_f000004|Es waren nicht mehr viele Leute im Augarten, und der Zug der Spaziergänger ging dem Tore zu, das bald geschlossen werden mußte.|Es waren nicht mehr viele Leute im Augarten, und der Zug der Spaziergänger ging dem Tore zu, das bald geschlossen werden mußte.
sterben_01_f000005|Marie war schon dem Ausgange nahe, als sie Felix erblickte.|Marie war schon dem Ausgange nahe, als sie Felix erblickte.
sterben_01_f000006|Trotzdem er sich verspätet hatte, ging er langsam, und erst, wie seine Augen den ihren begegneten, beeilte er sich ein wenig.|Trotzdem er sich verspätet hatte, ging er langsam, und erst, wie seine Augen den ihren begegneten, beeilte er sich ein wenig.
sterben_01_f000007|Sie blieb stehen, erwartete ihn, und wie er ihr lächelnd die Hand drückte, die sie ihm lässig entgegengestreckt hatte, fragte sie ihn mit sanftem Unmut im Ton: Hast du denn bis jetzt arbeiten müssen?|Sie blieb stehen, erwartete ihn, und wie er ihr lächelnd die Hand drückte, die sie ihm lässig entgegengestreckt hatte, fragte sie ihn mit sanftem Unmut im Ton: Hast du denn bis jetzt arbeiten müssen?
sterben_01_f000008|Er reichte ihr den Arm und erwiderte nichts.|Er reichte ihr den Arm und erwiderte nichts.
sterben_01_f000009|Nun? fragte sie. Ja, Kind, sagte er dann, und ich habe ganz vergessen, auf die Uhr zu sehen.|Nun? fragte sie. Ja, Kind, sagte er dann, und ich habe ganz vergessen, auf die Uhr zu sehen.
sterben_01_f000010|Sie betrachtete ihn von der Seite. Er schien ihr blässer als sonst.|Sie betrachtete ihn von der Seite. Er schien ihr blässer als sonst.
sterben_01_f000011|Glaubst du nicht, sagte sie zärtlich, es wäre besser, du würdest dich jetzt ein bißchen mehr deiner Marie widmen? Laß doch auf einige Zeit deine Arbeiten.|Glaubst du nicht, sagte sie zärtlich, es wäre besser, du würdest dich jetzt ein bißchen mehr deiner Marie widmen? Laß doch auf einige Zeit deine Arbeiten.
sterben_01_f000012|Wir wollen jetzt mehr spazierengehen. Ja?|Wir wollen jetzt mehr spazierengehen. Ja?
sterben_01_f000013|Du wirst von nun ab immer schon mit mir vom Hause fort.|Du wirst von nun ab immer schon mit mir vom Hause fort.
sterben_01_f000014|So. Ja, Felix, ich werde dich überhaupt nicht mehr allein lassen. Er sah sie rasch, wie erschreckt an. Was hast du denn? fragte sie.|So. Ja, Felix, ich werde dich überhaupt nicht mehr allein lassen. Er sah sie rasch, wie erschreckt an. Was hast du denn? fragte sie.
sterben_01_f000015|Nichts! Sie waren am Ausgange angelangt, und das abendliche Straßenleben schwirrte heiter um sie.|Nichts! Sie waren am Ausgange angelangt, und das abendliche Straßenleben schwirrte heiter um sie.
sterben_01_f000016|Es schien über der Stadt etwas von dem allgemeinen unbewußten Glücke zu liegen, das der Frühling über sie zu breiten pflegt.|Es schien über der Stadt etwas von dem allgemeinen unbewußten Glücke zu liegen, das der Frühling über sie zu breiten pflegt.
sterben_01_f000017|Weißt du, was wir tun könnten, sagte er. Nun? In den Prater gehen.|Weißt du, was wir tun könnten, sagte er. Nun? In den Prater gehen.
sterben_01_f000018|Ach nein, neulich war es so kalt unten.|Ach nein, neulich war es so kalt unten.
sterben_01_f000019|Aber sieh! Es ist beinahe schwül hier auf der Straße. Wir können ja gleich wieder zurück. Gehen wir nur! Er sprach abgebrochen, zerstreut.|Aber sieh! Es ist beinahe schwül hier auf der Straße. Wir können ja gleich wieder zurück. Gehen wir nur! Er sprach abgebrochen, zerstreut.
sterben_01_f000020|Ja, sag, wie redest du denn, Felix?|Ja, sag, wie redest du denn, Felix?
sterben_01_f000021|Wie? Woran denkst du denn? Du bist ja bei mir, bei deinem Mädel!|Wie? Woran denkst du denn? Du bist ja bei mir, bei deinem Mädel!
sterben_01_f000022|Er sah sie an mit starrem, abwesendem Blicke.|Er sah sie an mit starrem, abwesendem Blicke.
sterben_01_f000023|Du! rief sie angstvoll und drückte seinen Arm fester.|Du! rief sie angstvoll und drückte seinen Arm fester.
sterben_01_f000024|Ja, ja, sagte er, sich sammelnd. Es ist schwül, ganz bestimmt.|Ja, ja, sagte er, sich sammelnd. Es ist schwül, ganz bestimmt.
sterben_01_f000025|Ich bin nicht zerstreut! Und wenn, so darfst du's mir nicht übel nehmen.|Ich bin nicht zerstreut! Und wenn, so darfst du's mir nicht übel nehmen.
sterben_01_f000026|Sie nahmen den Weg durch die Gassen dem Prater zu. Felix war noch schweigsamer als sonst. Die Lichter in den Laternen brannten schon.|Sie nahmen den Weg durch die Gassen dem Prater zu. Felix war noch schweigsamer als sonst. Die Lichter in den Laternen brannten schon.
sterben_01_f000027|Warst du heute bei Alfred? fragte sie plötzlich.|Warst du heute bei Alfred? fragte sie plötzlich.
sterben_01_f000028|Warum?|Warum?
sterben_01_f000029|Nun, du hattest ja die Absicht.|Nun, du hattest ja die Absicht.
sterben_01_f000030|Wieso?|Wieso?
sterben_01_f000031|Du fühltest dich ja gestern abend so matt.|Du fühltest dich ja gestern abend so matt.
sterben_01_f000032|Freilich.|Freilich.
sterben_01_f000033|Und warst nicht bei Alfred?|Und warst nicht bei Alfred?
sterben_01_f000034|Nein.|Nein.
sterben_01_f000035|Aber siehst du, gestern warst du noch krank, und nun willst du in den feuchten Prater hinunter. Es ist wirklich unvorsichtig.|Aber siehst du, gestern warst du noch krank, und nun willst du in den feuchten Prater hinunter. Es ist wirklich unvorsichtig.
sterben_01_f000036|Ach, es ist ja gleichgültig.|Ach, es ist ja gleichgültig.
sterben_01_f000037|Rede doch nicht so. Du wirst dich noch ganz verderben.|Rede doch nicht so. Du wirst dich noch ganz verderben.
sterben_01_f000038|Ich bitte dich, sagte er mit fast weinerlicher Stimme, gehen wir nur, gehen wir.|Ich bitte dich, sagte er mit fast weinerlicher Stimme, gehen wir nur, gehen wir.
sterben_01_f000039|Ich sehne mich nach dem Prater. Wir wollen dorthin, wo es neulich so schön war. Weißt du, in den Gartensalon, dort ist's ja auch nicht kühl.|Ich sehne mich nach dem Prater. Wir wollen dorthin, wo es neulich so schön war. Weißt du, in den Gartensalon, dort ist's ja auch nicht kühl.
sterben_01_f000040|Ja, ja.|Ja, ja.
sterben_01_f000041|Wirklich nicht! Und heute ist es überhaupt warm. Nach Hause können wir ja nicht.|Wirklich nicht! Und heute ist es überhaupt warm. Nach Hause können wir ja nicht.
sterben_01_f000042|Es ist zu früh. Und ich will auch nicht in der Stadt nachtmahlen, weil ich heute keine Lust habe, mich zwischen die Gasthauswände zu setzen,|Es ist zu früh. Und ich will auch nicht in der Stadt nachtmahlen, weil ich heute keine Lust habe, mich zwischen die Gasthauswände zu setzen,
sterben_01_f000043|und dann schadet mir der Rauch, – und ich will auch nicht viel Menschen sehen, das Geräusch tut mir weh!|und dann schadet mir der Rauch, - und ich will auch nicht viel Menschen sehen, das Geräusch tut mir weh!
sterben_01_f000044|– Anfänglich hatte er rasch geredet und lauter als sonst.|- Anfänglich hatte er rasch geredet und lauter als sonst.
sterben_01_f000045|Die letzten Worte ließ er aber verklingen. Marie hing sich fester in seinen Arm.|Die letzten Worte ließ er aber verklingen. Marie hing sich fester in seinen Arm.
sterben_01_f000046|Ihr war bang, sie sprach nicht mehr, weil sie Tränen in ihrer Stimme fühlte.|Ihr war bang, sie sprach nicht mehr, weil sie Tränen in ihrer Stimme fühlte.
sterben_01_f000047|Seine Sehnsucht nach dem stillen Gasthof im Prater, nach dem Frühlingsabend im Grün und Stillen hatte sich ihr mitgeteilt.|Seine Sehnsucht nach dem stillen Gasthof im Prater, nach dem Frühlingsabend im Grün und Stillen hatte sich ihr mitgeteilt.
sterben_01_f000048|Nachdem sie eine Weile beide geschwiegen, gewahrte sie auf seinen Lippen ein langsames und mattes Lächeln,|Nachdem sie eine Weile beide geschwiegen, gewahrte sie auf seinen Lippen ein langsames und mattes Lächeln,
sterben_01_f000049|und wie er sich nun zu ihr wandte, versuchte er in sein Lächeln einen Ausdruck des Glückes zu legen.|und wie er sich nun zu ihr wandte, versuchte er in sein Lächeln einen Ausdruck des Glückes zu legen.
sterben_01_f000050|Sie aber, die ihn gut kannte, fühlte das Gezwungene leicht heraus.|Sie aber, die ihn gut kannte, fühlte das Gezwungene leicht heraus.
sterben_01_f000051|Sie waren im Prater. Dort die erste Allee, die vom Hauptwege abbog und beinah ganz im Dunkeln verschwand, führte zu ihrem Ziele.|Sie waren im Prater. Dort die erste Allee, die vom Hauptwege abbog und beinah ganz im Dunkeln verschwand, führte zu ihrem Ziele.
sterben_01_f000052|Dort stand das einfache Wirtshaus; der große Garten war kaum erleuchtet, die Tische standen ungedeckt da, die Sessel lehnten an ihnen.|Dort stand das einfache Wirtshaus; der große Garten war kaum erleuchtet, die Tische standen ungedeckt da, die Sessel lehnten an ihnen.
sterben_01_f000053|Daneben in den kugeligen Laternen auf den schlanken, grünen Pfählen flackerten trübrote Lichter.|Daneben in den kugeligen Laternen auf den schlanken, grünen Pfählen flackerten trübrote Lichter.
sterben_01_f000054|Ein paar Gäste saßen da, der Wirt selbst unter ihnen.|Ein paar Gäste saßen da, der Wirt selbst unter ihnen.
sterben_01_f000055|Marie und Felix schritten vorbei, der Wirt stand auf und lüftete die Kappe.|Marie und Felix schritten vorbei, der Wirt stand auf und lüftete die Kappe.
