strashnaya_minuta_s000001|Видно было, как, услышав шум приближающегося парохода, они подходили к перилам и, облокотившись на них, глядели вниз.|Видно было, как, услышав шум приближающегося парохода, они подходили к перилам и, облокотившись на них, глядели вниз.
strashnaya_minuta_s000002|Домой возвращаешься усталый, перепачканный с ног до головы, но бодрый и веселый, с чудовищным аппетитом.|Домой возвращаешься усталый, перепачканный с ног до головы, но бодрый и веселый, с чудовищным аппетитом.
strashnaya_minuta_s000003|Пора. Зовут спать. Летучие мыши низко и косо чертят черными зигзагами воздух и порою почти касаются лица. Я уйду туда, в скучные, серые стены,|Пора. Зовут спать. Летучие мыши низко и косо чертят черными зигзагами воздух и порою почти касаются лица. Я уйду туда, в скучные, серые стены,
strashnaya_minuta_s000004|Она быстро отдернула задрожавшую руку и в замешательстве приблизила вспыхнувшее лицо к нотам. А над нею все настойчивее, гипнотизируя и призывая,|Она быстро отдернула задрожавшую руку и в замешательстве приблизила вспыхнувшее лицо к нотам. А над нею все настойчивее, гипнотизируя и призывая,
strashnaya_minuta_s000005|Они были женаты уже три месяца – именно такой срок, после которого молодые супруги особенно охотно посещают театры, гулянья и балы, где, затерявшись в толпе чужих людей,|Они были женаты уже три месяца - именно такой срок, после которого молодые супруги особенно охотно посещают театры, гулянья и балы, где, затерявшись в толпе чужих людей,
strashnaya_minuta_s000006|Менотти прямо сказал Норе, чтобы она немедленно убиралась от него ко всем чертям.|Менотти прямо сказал Норе, чтобы она немедленно убиралась от него ко всем чертям.
strashnaya_minuta_s000007|Станция Бирзула. Поезд стоит час и десять минут! – прокричал кондуктор, проходя вдоль вагонов. Шахов машинально засмотрелся на вокзальную суету и вздрогнул,|Станция Бирзула. Поезд стоит час и десять минут! - прокричал кондуктор, проходя вдоль вагонов. Шахов машинально засмотрелся на вокзальную суету и вздрогнул,
strashnaya_minuta_s000008|он должен быть в очень близких отношениях к кому-нибудь в семье.|он должен быть в очень близких отношениях к кому-нибудь в семье.
strashnaya_minuta_s000009|В это время они оба протянули руки, чтобы перевернуть страницу, и пальцы их встретились. Варвара Михайловна почувствовала нежное пожатие, ни для кого,|В это время они оба протянули руки, чтобы перевернуть страницу, и пальцы их встретились. Варвара Михайловна почувствовала нежное пожатие, ни для кого,
strashnaya_minuta_s000010|пролетев мимо сетки, упала на песок манежа.|пролетев мимо сетки, упала на песок манежа.
strashnaya_minuta_s000011|И ходит весь день вялый по огромному, вытоптанному многими тысячами ног корпусному плацу. Ложится на чахлую, жалкую, низкую траву и долго, как на сверхъестественное чудо,|И ходит весь день вялый по огромному, вытоптанному многими тысячами ног корпусному плацу. Ложится на чахлую, жалкую, низкую траву и долго, как на сверхъестественное чудо,
strashnaya_minuta_s000012|прямых, белых стволов был окутан, точно тонкой кисеей, легким покровом тумана.|прямых, белых стволов был окутан, точно тонкой кисеей, легким покровом тумана.
strashnaya_minuta_s000013|Я тоже был приглашен участвовать и потому явился на репетицию, назначенную в доме Мейеровского. Мне пришлось петь последним, так как я немного опоздал.|Я тоже был приглашен участвовать и потому явился на репетицию, назначенную в доме Мейеровского. Мне пришлось петь последним, так как я немного опоздал.
strashnaya_minuta_s000014|правильные вздохи, в такт которым так же размеренно вздрагивала деревянная палуба Ястреба.|правильные вздохи, в такт которым так же размеренно вздрагивала деревянная палуба Ястреба.
strashnaya_minuta_s000015|в одной нижней рубашке, с голой шеей и голыми, милыми детскими ручонками.|в одной нижней рубашке, с голой шеей и голыми, милыми детскими ручонками.
strashnaya_minuta_s000016|и пью, и сплю и с которым всю жизнь должна пройти вместе?|и пью, и сплю и с которым всю жизнь должна пройти вместе?
strashnaya_minuta_s000017|телега загрохотала по дороге и. вдруг остановилась.|телега загрохотала по дороге и. вдруг остановилась.
strashnaya_minuta_s000018|Да? Неужели? Это, наверно, чье-нибудь имение?|Да? Неужели? Это, наверно, чье-нибудь имение?
strashnaya_minuta_s000019|Таким образом, решив в уме не пользоваться правами соседства, я предался своим обычным занятиям: охоте, рыбной ловле, купанью, чтению и в промежутках – созерцательному ничегонеделанию.|Таким образом, решив в уме не пользоваться правами соседства, я предался своим обычным занятиям: охоте, рыбной ловле, купанью, чтению и в промежутках - созерцательному ничегонеделанию.
strashnaya_minuta_s000020|но Рязанцева быстро встала из-за рояля.|но Рязанцева быстро встала из-за рояля.
strashnaya_minuta_s000021|А Александр Андреевич нашел даже, что слезы ко мне идут. С тех пор я так и живу, как видите, четыре года.|А Александр Андреевич нашел даже, что слезы ко мне идут. С тех пор я так и живу, как видите, четыре года.
strashnaya_minuta_s000022|То они ходили рядом по узким извилистым дорожкам палисадника, оживленно разговаривая, то она лежала в гамаке, тихо раскачиваясь и глядя, закинув назад голову,|То они ходили рядом по узким извилистым дорожкам палисадника, оживленно разговаривая, то она лежала в гамаке, тихо раскачиваясь и глядя, закинув назад голову,
strashnaya_minuta_s000023|у ручного кроткого верблюда, который вдруг становится весною страшным в своем любовном бешенстве.|у ручного кроткого верблюда, который вдруг становится весною страшным в своем любовном бешенстве.
strashnaya_minuta_s000024|С публикой, в особенности со своими назойливыми поклонницами, он, правда, немного заносчив и небрежен, но этот недостаток можно ему извинить,|С публикой, в особенности со своими назойливыми поклонницами, он, правда, немного заносчив и небрежен, но этот недостаток можно ему извинить,
strashnaya_minuta_s000025|Не правда ли, господин художник? А во-вторых, супружество, налагая известные обязанности на мужа и жену, требует с обеих сторон взаимной внимательности. И потому.|Не правда ли, господин художник? А во-вторых, супружество, налагая известные обязанности на мужа и жену, требует с обеих сторон взаимной внимательности. И потому.
strashnaya_minuta_s000026|Варвара Михайловна начала вполголоса, тщательно выговаривая слова, читать молитву, Аля повторяла за ней громко, тоненьким голосом, забавно коверкая слова и быстро махая рукой все в одном направлении, от плеча к животу.|Варвара Михайловна начала вполголоса, тщательно выговаривая слова, читать молитву, Аля повторяла за ней громко, тоненьким голосом, забавно коверкая слова и быстро махая рукой все в одном направлении, от плеча к животу.
strashnaya_minuta_s000027|Она засмеялась, достала толстый том в шагреневом переплете, положила его на пюпитр и села перед роялем.|Она засмеялась, достала толстый том в шагреневом переплете, положила его на пюпитр и села перед роялем.
strashnaya_minuta_s000029|но милостиво позволяющего обожать себя.|но милостиво позволяющего обожать себя.
strashnaya_minuta_s000030|Да, да. Это – хорошо. И – правда? – как-то смело. ново. одним словом, хорошо! Да?|Да, да. Это - хорошо. И - правда?- как-то смело. ново. одним словом, хорошо! Да?
strashnaya_minuta_s000031|За завтраком он ловко утягивает из-под руки зазевавшегося служителя лишнюю котлету и, сжав ее между двумя кусками черного хлеба, сует в карман.|За завтраком он ловко утягивает из-под руки зазевавшегося служителя лишнюю котлету и, сжав ее между двумя кусками черного хлеба, сует в карман.
strashnaya_minuta_s000032|Она опустилась на колени перед маленьким образком, висевшим в изголовье ее кровати. Но губы ее машинально шептали привычные слова, а мысли упрямо бежали от молитвы.|Она опустилась на колени перед маленьким образком, висевшим в изголовье ее кровати. Но губы ее машинально шептали привычные слова, а мысли упрямо бежали от молитвы.
strashnaya_minuta_s000033|И когда он, одевшись, взбирается медленно наверх, то с наслаждением чувствует удивительную легкость в каждом мускуле: точно все его тело потеряло вес,|И когда он, одевшись, взбирается медленно наверх, то с наслаждением чувствует удивительную легкость в каждом мускуле: точно все его тело потеряло вес,
strashnaya_minuta_s000034|Однажды утром к калитке учителя подъехала телега. В телеге сидел плотный, высокий господин,– я никогда не видел его в числе соседских гостей,– по наружности актер или певец:|Однажды утром к калитке учителя подъехала телега. В телеге сидел плотный, высокий господин,- я никогда не видел его в числе соседских гостей,- по наружности актер или певец:
strashnaya_minuta_s000035|И, целуя мужа, она точно в первый раз заметила и его большую лысину, испещренную тоненькими красными жилками, и глубокие морщины на лице, и дряблую желтизну щек.|И, целуя мужа, она точно в первый раз заметила и его большую лысину, испещренную тоненькими красными жилками, и глубокие морщины на лице, и дряблую желтизну щек.
strashnaya_minuta_s000036|У Веры Львовны вдруг явилось непреодолимое желание прильнуть как можно ближе к своему мужу, спрятать голову на сильной груди этого близкого человека, согреться его теплотой.|У Веры Львовны вдруг явилось непреодолимое желание прильнуть как можно ближе к своему мужу, спрятать голову на сильной груди этого близкого человека, согреться его теплотой.
strashnaya_minuta_s000037|Через год она ему надоела. Его расслабленный взор обратился на одну из сестер Вильсон, совершавших воздушные полеты. Теперь он совершенно не стеснялся с Норой и нередко в уборной,|Через год она ему надоела. Его расслабленный взор обратился на одну из сестер Вильсон, совершавших воздушные полеты. Теперь он совершенно не стеснялся с Норой и нередко в уборной,
strashnaya_minuta_s000038|слушал минут с пять, заложив руки в карманы, потом с добродушным видом трепал актера по плечу и уходил к своим цветам.|слушал минут с пять, заложив руки в карманы, потом с добродушным видом трепал актера по плечу и уходил к своим цветам.
