T60_WB_est,C50_WB_est,file
0.73096013,5.388412,"datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-10-12-mic-2_Realtek_High_Definiti_train_16k.wav"
0.7224029,5.974777,"datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-09-51-mic-2_Realtek_High_Definiti_train_16k.wav"
0.81233966,5.751261,"datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-08-40-mic-2_Realtek_High_Definiti_train_16k.wav"
0.7655955,4.7573514,"datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-08-07-mic-2_Realtek_High_Definiti_train_16k.wav"
0.7504986,5.3064647,"datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-07-46-mic-2_Realtek_High_Definiti_train_16k.wav"
0.6019256,6.768803,"datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-08-58-mic-2_Realtek_High_Definiti_train_16k.wav"
0.8728275,5.3743753,"datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-09-09-mic-2_Realtek_High_Definiti_train_16k.wav"
0.88352567,6.0517206,"datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-09-31-mic-2_Realtek_High_Definiti_train_16k.wav"
0.6934654,6.213978,"datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-10-24-mic-2_Realtek_High_Definiti_train_16k.wav"
0.75099796,4.6536155,"datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-10-54-mic-2_Realtek_High_Definiti_train_16k.wav"
0.65035725,6.0796614,"datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-11-05-mic-2_Realtek_High_Definiti_train_16k.wav"
