frankenstein_01_f000001|Die Herausgeber der Meisternovellen haben mich vor Veröffentlichung meines Frankenstein gebeten, ihnen einiges über dessen Entstehung zu berichten.|Die Herausgeber der Meisternovellen haben mich vor Veröffentlichung meines Frankenstein gebeten, ihnen einiges über dessen Entstehung zu berichten.
frankenstein_01_f000002|Ich entspreche diesem Wunsche um so lieber, als mir dadurch Gelegenheit geboten ist, allgemein die so häufig an mich gerichtete Frage zu beantworten,|Ich entspreche diesem Wunsche um so lieber, als mir dadurch Gelegenheit geboten ist, allgemein die so häufig an mich gerichtete Frage zu beantworten,
frankenstein_01_f000003|wie ich als Frau dazukäme, einen so entsetzlichen Stoff zu erdenken und zu bearbeiten.|wie ich als Frau dazukäme, einen so entsetzlichen Stoff zu erdenken und zu bearbeiten.
frankenstein_01_f000004|Ich stelle mich ja allerdings nicht gern in den Vordergrund;|Ich stelle mich ja allerdings nicht gern in den Vordergrund;
frankenstein_01_f000005|aber da diese Erklärung mehr oder minder nur ein Anhang zu meinem Werke ist und ich mich nur auf das beschränken werde,|aber da diese Erklärung mehr oder minder nur ein Anhang zu meinem Werke ist und ich mich nur auf das beschränken werde,
frankenstein_01_f000006|was unbedingt mit meiner Autorschaft zusammenhängt, kann man mir kaum persönliche Eitelkeit zum Vorwurf machen.|was unbedingt mit meiner Autorschaft zusammenhängt, kann man mir kaum persönliche Eitelkeit zum Vorwurf machen.
frankenstein_01_f000007|Es ist meines Erachtens nichts Außerordentliches, daß ich, als Kind zweier literarischen Berühmtheiten, ziemlich früh im Leben am Schreiben Gefallen fand.|Es ist meines Erachtens nichts Außerordentliches, daß ich, als Kind zweier literarischen Berühmtheiten, ziemlich früh im Leben am Schreiben Gefallen fand.
frankenstein_01_f000008|Schon als ganz kleines Mädchen wußte ich mir keinen besseren Zeitvertreib als das Geschichtenschreiben.|Schon als ganz kleines Mädchen wußte ich mir keinen besseren Zeitvertreib als das Geschichtenschreiben.
frankenstein_01_f000009|Bis ich allerdings noch ein schöneres Vergnügen fand, das Bauen von Luftschlössern, das Versenken in Wachträume,|Bis ich allerdings noch ein schöneres Vergnügen fand, das Bauen von Luftschlössern, das Versenken in Wachträume,
frankenstein_01_f000010|das Verfolgen von Gedankenreihen, die sich aus erfundenen Ereignissen ergaben.|das Verfolgen von Gedankenreihen, die sich aus erfundenen Ereignissen ergaben.
frankenstein_01_f000011|Meine Träume waren auf alle Fälle schöner und phantastischer als das, was ich niederschrieb.|Meine Träume waren auf alle Fälle schöner und phantastischer als das, was ich niederschrieb.
frankenstein_01_f000012|Denn beim Schreiben folgte ich mehr den Spuren anderer, als daß ich meine eigenen Gedanken wiedergab.|Denn beim Schreiben folgte ich mehr den Spuren anderer, als daß ich meine eigenen Gedanken wiedergab.
frankenstein_01_f000013|Ich machte mich selbst nie zur Heldin meiner Erzählungen.|Ich machte mich selbst nie zur Heldin meiner Erzählungen.
